pair_idx,scene_name,sequence_name,split_a,split_b,rel_a,rel_b,selected_variant,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,D_total,D_med,D_bias,rot_err_deg,trans_dir_err_deg
244,Street,img,,,Street/img/image2_001780.png,Street/img_east/image_east_0128.png,v1_A2B_p2_s2,56.859314,8.042993,59.538091,nan,8.77470038769627,1.9435137055467577,6.8311866821495135,2.5470981960116683,nan
245,Street,img,,,Street/img/image2_001449.png,Street/img_east/image_east_0193.png,v1_A2B_p2_s2,55.037576,2.721059,55.529094,nan,78.93246048463834,12.894013765790593,66.03844671884775,2.1146472210001233,nan
246,Street,img,,,Street/img/image2_001968.png,Street/img_north/image_north_1_0149.png,v3_B2A_p2_s2,56.597661,5.837763,57.089471,nan,84.89300017079408,20.28201808496208,64.610982085832,1.4177131635138265,nan
247,Street,img,,,Street/img/image2_000445.png,Street/img/image2_000471.png,v1_A2B_p2_s2,63.389316,1.41275,63.567708,nan,7.838739960063294,0.9943756105479504,6.8443643495153434,2.609933090009343,nan
248,Street,img,,,Street/img/image2_002064.png,Street/img_west/image_west_0517.png,v0_A2B_p1_s1,60.508717,6.13199,60.937778,nan,20.84954645516129,10.226335798380571,10.623210656780719,3.5201226109872157,nan
249,Street,img,,,Street/img/image2_000359.png,Street/img_west/image_west_0157.png,v2_B2A_p1_s1,56.138055,12.493621,58.804754,nan,9.11022171444797,3.2698907679115115,5.840330946536458,1.5807851340722354,nan
250,Street,img,,,Street/img/image2_000293.png,Street/img/image2_000253.png,v2_B2A_p1_s1,57.363082,5.427294,57.788615,nan,15.24830142923787,13.094186040039896,2.1541153891979743,3.642857629953258,nan
251,Street,img,,,Street/img/image2_002063.png,Street/img_west/image_west_0516.png,v0_A2B_p1_s1,56.827989,4.230617,56.972532,nan,11.451002921304838,5.351663813075655,6.099339108229182,2.4378053735154324,nan
252,Street,img,,,Street/img/image2_001216.png,Street/img/image2_001212.png,v3_B2A_p2_s2,60.095041,4.378939,60.298301,nan,13.019485628701696,0.9744006675340646,12.045084961167632,5.854368632028401,nan
253,Street,img,,,Street/img/image2_001809.png,Street/img/image2_001788.png,v2_B2A_p1_s1,50.282061,6.394465,51.735552,nan,18.48633989379035,6.900942283326303,11.585397610464048,4.737391877273028,nan
254,Street,img,,,Street/img/image2_001754.png,Street/img_west/image_west_0458.png,v1_A2B_p2_s2,59.804567,8.559501,60.404613,nan,19.338493147339733,10.512676946187863,8.825816201151872,4.55671840481029,nan
255,Street,img,,,Street/img/image2_000853.png,Street/img/image2_000864.png,v3_B2A_p2_s2,61.505438,3.306585,61.656765,nan,29.799640621363213,8.278433823057636,21.521206798305577,6.552421127721538,nan
256,Street,img,,,Street/img/image2_002059.png,Street/img_south/image_south_1_0528.png,v0_A2B_p1_s1,55.317168,0.797786,55.336935,nan,14.563807539860731,3.878565856896175,10.685241682964556,4.173657031613965,nan
257,Street,img,,,Street/img/image2_001784.png,Street/img_east/image_east_0125.png,v3_B2A_p2_s2,50.097377,10.293426,53.871518,nan,11.685585410978462,2.0465444515590967,9.639040959419365,2.094080240218715,nan
258,Street,img,,,Street/img/image2_000924.png,Street/img_north/image_north_1_0377.png,v3_B2A_p2_s2,59.195342,3.309959,59.392048,nan,78.5735285949566,22.98641488167177,55.587113713284836,0.8824479248700651,nan
259,Street,img,,,Street/img/image2_000923.png,Street/img_north/image_north_1_0377.png,v0_A2B_p1_s1,60.551421,1.296522,60.69644,nan,9.580676100024764,3.8008950855223063,5.779781014502458,2.8960659535639874,nan
260,Street,img,,,Street/img/image2_000240.png,Street/img/image2_000284.png,v2_B2A_p1_s1,58.359601,5.19248,58.719519,nan,19.320418874033713,6.758779345267546,12.561639528766168,7.681724146969485,nan
261,Street,img,,,Street/img/image2_000266.png,Street/img/image2_000262.png,v1_A2B_p2_s2,54.385948,5.266758,54.621272,nan,46.56101200835947,15.129859682000438,31.43115232635903,7.331713927596918,nan
262,Street,img,,,Street/img/image2_001920.png,Street/img_west/image_west_0492.png,v2_B2A_p1_s1,58.546327,12.607774,59.866467,nan,82.65431757101001,70.46755823558854,12.186759335421474,174.62864590324375,nan
263,Street,img,,,Street/img/image2_002338.png,Street/img/image2_002433.png,v2_B2A_p1_s1,52.908481,0.321803,52.977668,nan,8.804574588339635,5.6927007515713814,3.111873836768254,3.589253308487512,nan
264,Street,img,,,Street/img/image2_001525.png,Street/img_west/image_west_0415.png,v2_B2A_p1_s1,59.81065,3.034313,60.380222,nan,14.154763708536265,3.353889813084657,10.800873895451607,2.7124804690310858,nan
265,Street,img,,,Street/img/image2_000705.png,Street/img/image2_000808.png,v0_A2B_p1_s1,61.290291,5.111148,62.204089,nan,68.67546145043818,31.45671247009284,37.21874898034534,3.379043096811445,nan
266,Street,img,,,Street/img/image2_002058.png,Street/img_south/image_south_1_0527.png,v3_B2A_p2_s2,55.011147,1.59458,55.033278,nan,20.434380531128763,6.895318672361843,13.53906185876692,3.814992427786858,nan
267,Street,img,,,Street/img/image2_000355.png,Street/img_west/image_west_0154.png,v2_B2A_p1_s1,50.721999,9.841747,52.126465,nan,13.860046866867233,5.807412575921691,8.052634290945543,1.4476100363739688,nan
268,Street,img,,,Street/img/image2_001782.png,Street/img_east/image_east_0126.png,v3_B2A_p2_s2,55.59088,7.902555,58.7164,nan,14.059987257530747,9.642082156186593,4.417905101344154,2.521519406149328,nan
269,Street,img,,,Street/img/image2_000178.png,Street/img_west/image_west_0115.png,v0_A2B_p1_s1,52.523773,4.829424,54.746368,nan,13.695998284887587,7.061779495467592,6.634218789419996,5.677618287587909,nan
270,Street,img,,,Street/img/image2_001323.png,Street/img_east/image_east_0238.png,v2_B2A_p1_s1,58.731929,4.290504,59.011007,nan,27.720580447425554,12.278051538927391,15.442528908498163,2.647641441497864,nan
271,Street,img,,,Street/img/image2_001781.png,Street/img_east/image_east_0127.png,v3_B2A_p2_s2,55.073372,8.039848,56.911314,nan,6.128194013332485,3.068096852856858,3.060097160475627,3.525423464647799,nan
272,Street,img,,,Street/img/image2_000809.png,Street/img/image2_000706.png,v2_B2A_p1_s1,56.611802,6.074282,57.653951,nan,78.49842223724214,22.15943565996545,56.33898657727669,2.52857891637297,nan
273,Street,img,,,Street/img/image2_000335.png,Street/img_west/image_west_0144.png,v0_A2B_p1_s1,55.352254,1.811541,55.472652,nan,14.523194149879345,3.319819706684007,11.203374443195337,4.069267559964294,nan
274,Street,img,,,Street/img/image2_001210.png,Street/img_north/image_north_1_0293.png,v1_A2B_p2_s2,61.937691,4.44177,62.113379,nan,18.042398864001576,3.4153373103985105,14.627061553603065,3.3286872430344014,nan
275,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000189.png,v2_B2A_p1_s1,61.792853,0.574117,61.822843,nan,57.580825119261924,12.600613170879434,44.98021194838249,4.759510075015483,nan
276,Street,img,,,Street/img/image2_001968.png,Street/img_north/image_north_1_0148.png,v1_A2B_p2_s2,57.125366,6.922269,57.731371,nan,63.18271612972551,14.896895233888648,48.28582089583686,5.216273392284316,nan
277,Street,img,,,Street/img/image2_000765.png,Street/img_south/image_south_1_0249.png,v2_B2A_p1_s1,56.925812,4.765604,57.114176,nan,73.64544853815195,8.12982629402359,65.51562224412837,3.6008796978975735,nan
278,Street,img,,,Street/img/image2_001428.png,Street/img_south/image_south_1_0405.png,v1_A2B_p2_s2,58.713311,1.017961,58.992768,nan,46.741451024997914,24.261053026995057,22.480397998002857,5.582750572166748,nan
279,Street,img,,,Street/img/image2_001429.png,Street/img_south/image_south_1_0405.png,v0_A2B_p1_s1,54.32756,3.176065,54.509017,nan,34.23911034003214,6.358154855360551,27.88095548467159,4.5376150612448285,nan
280,Street,img,,,Street/img/image2_000870.png,Street/img/image2_000849.png,v0_A2B_p1_s1,51.371891,2.551786,51.63716,nan,36.9315586184031,16.062889280427296,20.86866933797581,2.208690956543571,nan
281,Street,img,,,Street/img/image2_000289.png,Street/img/image2_000250.png,v2_B2A_p1_s1,57.555754,1.047495,57.714156,nan,65.71392008443311,10.008204780624137,55.70571530380897,7.353762221596603,nan
282,Street,img,,,Street/img/image2_000585.png,Street/img_east/image_east_0395.png,v3_B2A_p2_s2,63.773823,3.783729,63.885675,nan,22.84158174730884,10.064423061187544,12.777158686121297,9.617953975344776,nan
283,Street,img,,,Street/img/image2_000247.png,Street/img/image2_000243.png,v2_B2A_p1_s1,60.052042,2.756842,60.128611,nan,7.768803301018554,4.315467960901025,3.4533353401175293,9.12169104358038,nan
284,Street,img,,,Street/img/image2_002338.png,Street/img/image2_002432.png,v3_B2A_p2_s2,56.334024,4.395403,56.555135,nan,20.458333586763683,17.525425405863363,2.9329081809003195,2.4337859271136217,nan
285,Street,img,,,Street/img/image2_002341.png,Street/img/image2_002429.png,v2_B2A_p1_s1,62.584508,6.164953,62.858928,nan,38.67912295451593,11.33724123454341,27.34188171997252,5.685659256363883,nan
