pair_idx,pair_dir,selected_variant,interpose_RE_deg,interpose_TE_deg,pair_only_RE_deg,pair_only_TE_deg,delta_RE_deg_inter_minus_pair,delta_TE_deg_inter_minus_pair
128,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00128_032dee9fb0a8,v3_B2A_p2_s2,2.7869234302011865,5.977505901501467,nan,nan,nan,nan
129,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00129_183dd248f6a8,v0_A2B_p1_s1,7.066991888121054,2.3258613699806108,nan,nan,nan,nan
130,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00130_1de58be51569,v2_B2A_p1_s1,0.9903504981194116,0.8197612616484082,nan,nan,nan,nan
131,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00131_374ffd0c5ff8,v3_B2A_p2_s2,2.409390218228012,0.7005142265384435,nan,nan,nan,nan
132,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00132_286239bd0d44,v0_A2B_p1_s1,5.799113956524474,3.2515531440525636,nan,nan,nan,nan
133,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00133_565553aa894b,v1_A2B_p2_s2,11.04828676793509,5.107227956683118,nan,nan,nan,nan
134,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00134_75fbbe467353,v2_B2A_p1_s1,1.9895463440084737,0.31665242452000353,nan,nan,nan,nan
135,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00135_341b4ff3dfd3,v3_B2A_p2_s2,7.320776498537146,1.9458337664974261,nan,nan,nan,nan
136,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00136_32c2b92fac40,v3_B2A_p2_s2,0.9132773545412712,2.1912657216757987,nan,nan,nan,nan
137,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00137_54bf355ca7e0,v3_B2A_p2_s2,4.438250806301261,9.236093132192225,nan,nan,nan,nan
138,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00138_d904ae2998f7,v1_A2B_p2_s2,6.16337932629778,7.230702986561271,nan,nan,nan,nan
139,/home/caesar/camera_pose/Interpose/out_interpose_batch_300/pair_00139_14eb48a50e37,v2_B2A_p1_s1,98.2132819638765,74.12032467272833,nan,nan,nan,nan
