pair_idx,scene_name,sequence_name,split_a,split_b,rel_a,rel_b,yaw_diff_deg,pitch_diff_deg,geodesic_rot_deg,baseline,rot_err_deg,trans_dir_err_deg
175,Street,img_north,,,Street/img_north/image_north_1_0541.png,Street/img/image2_000130.png,54.541586,2.540467,54.682583,nan,5.589687747765903,nan
176,GreatCourt,seq5,,,GreatCourt/seq5/frame00358.png,GreatCourt/seq1/frame00196.png,57.83718,11.479402,59.109215,nan,6.140451488574438,52.30159733253211
177,Street,img,,,Street/img/image2_002335.png,Street/img/image2_002436.png,58.834167,1.816756,59.521358,nan,3.7309020443545133,nan
178,Street,img_north,,,Street/img_north/image_north_1_0518.png,Street/img/image2_000300.png,58.671101,1.018518,58.878537,nan,2.120202321957862,nan
179,GreatCourt,seq5,,,GreatCourt/seq5/frame00353.png,GreatCourt/seq3/frame00335.png,63.025568,7.576834,64.077458,nan,64.07748106291446,180.0
180,Street,img,,,Street/img/image2_000212.png,Street/img_west/image_west_0114.png,57.941408,2.115774,57.988021,nan,3.3893353864557763,nan
181,Street,img_north,,,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0180.png,61.702464,2.170628,61.870993,nan,2.694564922619633,nan
182,GreatCourt,seq5,,,GreatCourt/seq5/frame00257.png,GreatCourt/seq3/frame00507.png,63.575081,6.149833,64.444296,nan,64.44422802290401,180.0
183,Street,img,,,Street/img/image2_000268.png,Street/img/image2_000262.png,59.124607,7.640835,59.668399,nan,8.313927520591516,nan
184,Street,img_north,,,Street/img_north/image_north_2_0474.png,Street/img/image2_000399.png,58.996147,9.452377,61.843275,nan,6.704952778190517,nan
185,Street,img,,,Street/img/image2_002336.png,Street/img/image2_002435.png,57.818598,0.049762,58.60624,nan,1.8001823769866376,nan
186,Street,img_north,,,Street/img_north/image_north_1_0420.png,Street/img_east/image_east_0375.png,64.500099,1.005501,64.626655,nan,1.7784798297462079,nan
187,Street,img,,,Street/img/image2_000868.png,Street/img/image2_000850.png,51.766934,4.192679,52.845343,nan,6.041238787918344,nan
188,Street,img_north,,,Street/img_north/image_north_2_0258.png,Street/img/image2_001211.png,58.679248,2.461217,59.485964,nan,5.875767886668082,nan
189,Street,img,,,Street/img/image2_000275.png,Street/img/image2_000257.png,56.97419,2.32736,57.053638,nan,2.8065672379254876,nan
190,Street,img_north,,,Street/img_north/image_north_2_0509.png,Street/img/image2_000243.png,52.82049,1.707121,52.907021,nan,6.424301427633298,nan
191,Street,img,,,Street/img/image2_000242.png,Street/img/image2_000284.png,64.578924,4.114378,64.885573,nan,8.81969729414964,nan
192,Street,img_north,,,Street/img_north/image_north_2_0204.png,Street/img_east/image_east_0179.png,59.702329,4.404424,59.863869,nan,6.309880778676132,nan
193,Street,img,,,Street/img/image2_000288.png,Street/img/image2_000250.png,60.380094,4.016013,60.642293,nan,8.509292380075125,nan
194,Street,img_north,,,Street/img_north/image_north_2_0207.png,Street/img_east/image_east_0182.png,54.742853,6.554701,55.416459,nan,5.572382705037601,nan
195,Street,img,,,Street/img/image2_001385.png,Street/img_north/image_north_1_0271.png,57.405214,4.798011,57.972081,nan,2.8359863025961762,nan
196,Street,img_north,,,Street/img_north/image_north_2_0258.png,Street/img/image2_001210.png,62.008224,1.42117,62.490917,nan,6.855567299070236,nan
197,Street,img,,,Street/img/image2_000208.png,Street/img/image2_000190.png,56.342357,2.287311,56.421214,nan,56.421214006039136,nan
198,Street,img_north,,,Street/img_north/image_north_1_0429.png,Street/img_east/image_east_0384.png,63.453999,5.246115,63.788583,nan,0.7767454042844684,nan
199,Street,img,,,Street/img/image2_000927.png,Street/img_north/image_north_1_0375.png,55.884372,1.433667,55.96215,nan,1.9070222197963125,nan
200,Street,img,,,Street/img/image2_000810.png,Street/img/image2_000707.png,54.921784,7.330729,56.589609,nan,1.5736040661699136,nan
201,Street,img,,,Street/img/image2_001967.png,Street/img_north/image_north_1_0149.png,64.684399,5.713261,65.083632,nan,1.9589556188916288,nan
202,Street,img,,,Street/img/image2_000871.png,Street/img/image2_000846.png,52.158395,0.3105,52.177076,nan,2.893062441336143,nan
203,Street,img,,,Street/img/image2_000290.png,Street/img/image2_000251.png,57.301168,2.673972,57.586524,nan,8.437711996294128,nan
204,Street,img,,,Street/img/image2_000766.png,Street/img_south/image_south_1_0250.png,53.74211,1.801799,53.777359,nan,1.5772755856242302,nan
205,Street,img,,,Street/img/image2_001778.png,Street/img_east/image_east_0128.png,64.369179,7.308944,66.712551,nan,3.740590124770046,nan
206,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000190.png,59.812723,2.139883,59.849503,nan,134.21124899845682,nan
207,Street,img,,,Street/img/image2_000443.png,Street/img/image2_000471.png,60.468852,1.685535,60.533892,nan,2.0506307576433636,nan
208,Street,img,,,Street/img/image2_001779.png,Street/img_east/image_east_0128.png,62.466294,11.541963,65.286368,nan,3.9745420767205344,nan
209,Street,img,,,Street/img/image2_000213.png,Street/img_west/image_west_0114.png,55.214558,1.031662,55.26482,nan,5.042945315311999,nan
210,Street,img,,,Street/img/image2_000925.png,Street/img_north/image_north_1_0377.png,53.472424,2.127749,53.745107,nan,2.1698785444115285,nan
211,Street,img,,,Street/img/image2_000923.png,Street/img/image2_000920.png,51.037972,1.71156,51.12301,nan,3.0179119934982213,nan
212,Street,img,,,Street/img/image2_000289.png,Street/img/image2_000251.png,63.987808,3.060713,64.349445,nan,9.370174588211784,nan
213,Street,img,,,Street/img/image2_002056.png,Street/img_south/image_south_1_0526.png,61.29995,0.034262,61.317886,nan,4.188988249867492,nan
214,Street,img,,,Street/img/image2_000587.png,Street/img_east/image_east_0393.png,53.667697,3.210929,53.777951,nan,2.4815538150823375,nan
215,Street,img,,,Street/img/image2_002340.png,Street/img/image2_002431.png,61.089544,6.818094,61.488832,nan,3.330920484035207,nan
216,Street,img,,,Street/img/image2_000703.png,Street/img/image2_000806.png,64.949338,2.349414,65.704033,nan,62.141127779728784,nan
217,Street,img,,,Street/img/image2_001778.png,Street/img_east/image_east_0129.png,64.773945,6.988315,66.868385,nan,3.100654812417242,nan
218,Street,img,,,Street/img/image2_000651.png,Street/img_east/image_east_0365.png,54.596012,2.953013,54.672818,nan,5.278481907533297,nan
219,Street,img,,,Street/img/image2_000704.png,Street/img/image2_000807.png,63.940035,4.887104,64.973006,nan,4.8440569564401965,nan
220,Street,img,,,Street/img/image2_002336.png,Street/img/image2_002434.png,59.153809,0.36582,60.178841,nan,2.181204138720634,nan
221,Street,img,,,Street/img/image2_000871.png,Street/img/image2_000845.png,58.990343,2.310186,59.035488,nan,1.578403626780647,nan
222,Street,img,,,Street/img/image2_000208.png,Street/img/image2_000189.png,58.355998,0.660701,58.359943,nan,2.696843987153894,nan
223,Street,img,,,Street/img/image2_001969.png,Street/img_north/image_north_1_0148.png,53.908693,7.544531,54.702047,nan,2.341884363789205,nan
224,Street,img,,,Street/img/image2_001754.png,Street/img_west/image_west_0457.png,52.861152,10.306841,54.019604,nan,1.5154858389096024,nan
225,Street,img,,,Street/img/image2_000866.png,Street/img/image2_000852.png,53.090835,3.548638,53.594073,nan,4.4074972104199395,nan
226,Street,img,,,Street/img/image2_000856.png,Street/img/image2_000861.png,51.787677,0.380367,51.830901,nan,1.584356645502662,nan
227,Street,img,,,Street/img/image2_002057.png,Street/img_south/image_south_1_0527.png,55.35544,0.950115,55.382441,nan,3.466195999755622,nan
228,Street,img,,,Street/img/image2_000213.png,Street/img_west/image_west_0115.png,53.937819,3.042734,54.086478,nan,54.08647784735365,nan
229,Street,img,,,Street/img/image2_000267.png,Street/img/image2_000262.png,60.207336,7.017248,60.589203,nan,12.324673447711328,nan
230,Street,img,,,Street/img/image2_000206.png,Street/img/image2_000191.png,57.911715,4.437146,58.143427,nan,58.143426915929034,nan
231,Street,img,,,Street/img/image2_000926.png,Street/img_north/image_north_1_0375.png,50.556373,2.763311,50.699811,nan,1.8267950538295574,nan
232,Street,img,,,Street/img/image2_000274.png,Street/img/image2_000257.png,64.002919,3.677244,64.09808,nan,1.8478397992263083,nan
233,Street,img,,,Street/img/image2_002112.png,Street/img_east/image_east_0067.png,51.725712,0.518485,51.760449,nan,6.46888361992891,nan
234,Street,img,,,Street/img/image2_000290.png,Street/img/image2_000250.png,50.889185,0.615589,50.981082,nan,9.428947179372296,nan
235,Street,img,,,Street/img/image2_000810.png,Street/img/image2_000706.png,57.893796,5.435544,59.277058,nan,7.121571547299331,nan
236,Street,img,,,Street/img/image2_000270.png,Street/img/image2_000261.png,50.555129,8.888283,51.509787,nan,6.736613940735799,nan
237,Street,img,,,Street/img/image2_001447.png,Street/img_east/image_east_0192.png,63.700557,3.978002,64.271575,nan,5.483916126756514,nan
238,Street,img,,,Street/img/image2_000177.png,Street/img_west/image_west_0115.png,56.5085,6.068879,58.219764,nan,4.980620204332104,nan
239,Street,img,,,Street/img/image2_001211.png,Street/img_north/image_north_1_0292.png,56.715824,6.234545,57.178439,nan,2.4081374301685416,nan
240,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000188.png,63.268396,0.347099,63.272978,nan,14.784631945500252,nan
241,Street,img,,,Street/img/image2_001211.png,Street/img_north/image_north_1_0293.png,58.553304,5.399296,58.900338,nan,4.5812478924620725,nan
242,Street,img,,,Street/img/image2_000247.png,Street/img/image2_000244.png,54.319017,2.018956,54.390952,nan,8.718186943432421,nan
243,Street,img,,,Street/img/image2_001212.png,Street/img_north/image_north_1_0292.png,59.232186,3.766319,59.386593,nan,3.6877483393307564,nan
244,Street,img,,,Street/img/image2_001780.png,Street/img_east/image_east_0128.png,56.859314,8.042993,59.538091,nan,0.9092513891154628,nan
245,Street,img,,,Street/img/image2_001449.png,Street/img_east/image_east_0193.png,55.037576,2.721059,55.529094,nan,3.9183207332822994,nan
246,Street,img,,,Street/img/image2_001968.png,Street/img_north/image_north_1_0149.png,56.597661,5.837763,57.089471,nan,1.1287499404855355,nan
247,Street,img,,,Street/img/image2_000445.png,Street/img/image2_000471.png,63.389316,1.41275,63.567708,nan,2.949311145197014,nan
248,Street,img,,,Street/img/image2_002064.png,Street/img_west/image_west_0517.png,60.508717,6.13199,60.937778,nan,2.7269581513667114,nan
249,Street,img,,,Street/img/image2_000359.png,Street/img_west/image_west_0157.png,56.138055,12.493621,58.804754,nan,3.988750024768665,nan
250,Street,img,,,Street/img/image2_000293.png,Street/img/image2_000253.png,57.363082,5.427294,57.788615,nan,3.8619750443879877,nan
251,Street,img,,,Street/img/image2_002063.png,Street/img_west/image_west_0516.png,56.827989,4.230617,56.972532,nan,2.047449223161715,nan
252,Street,img,,,Street/img/image2_001216.png,Street/img/image2_001212.png,60.095041,4.378939,60.298301,nan,6.5737043488321465,nan
253,Street,img,,,Street/img/image2_001809.png,Street/img/image2_001788.png,50.282061,6.394465,51.735552,nan,5.212690176913011,nan
254,Street,img,,,Street/img/image2_001754.png,Street/img_west/image_west_0458.png,59.804567,8.559501,60.404613,nan,6.429217016872244,nan
255,Street,img,,,Street/img/image2_000853.png,Street/img/image2_000864.png,61.505438,3.306585,61.656765,nan,3.3907869820875045,nan
256,Street,img,,,Street/img/image2_002059.png,Street/img_south/image_south_1_0528.png,55.317168,0.797786,55.336935,nan,3.592913578621488,nan
257,Street,img,,,Street/img/image2_001784.png,Street/img_east/image_east_0125.png,50.097377,10.293426,53.871518,nan,1.3857071380669819,nan
258,Street,img,,,Street/img/image2_000924.png,Street/img_north/image_north_1_0377.png,59.195342,3.309959,59.392048,nan,1.043310756501989,nan
259,Street,img,,,Street/img/image2_000923.png,Street/img_north/image_north_1_0377.png,60.551421,1.296522,60.69644,nan,4.3302337637749995,nan
260,Street,img,,,Street/img/image2_000240.png,Street/img/image2_000284.png,58.359601,5.19248,58.719519,nan,7.471151257146191,nan
261,Street,img,,,Street/img/image2_000266.png,Street/img/image2_000262.png,54.385948,5.266758,54.621272,nan,10.08550173827871,nan
262,Street,img,,,Street/img/image2_001920.png,Street/img_west/image_west_0492.png,58.546327,12.607774,59.866467,nan,170.56297597913044,nan
263,Street,img,,,Street/img/image2_002338.png,Street/img/image2_002433.png,52.908481,0.321803,52.977668,nan,2.9862738016139674,nan
264,Street,img,,,Street/img/image2_001525.png,Street/img_west/image_west_0415.png,59.81065,3.034313,60.380222,nan,4.776694621940163,nan
265,Street,img,,,Street/img/image2_000705.png,Street/img/image2_000808.png,61.290291,5.111148,62.204089,nan,11.302620570371776,nan
266,Street,img,,,Street/img/image2_002058.png,Street/img_south/image_south_1_0527.png,55.011147,1.59458,55.033278,nan,4.375574518248077,nan
267,Street,img,,,Street/img/image2_000355.png,Street/img_west/image_west_0154.png,50.721999,9.841747,52.126465,nan,1.851506175637838,nan
268,Street,img,,,Street/img/image2_001782.png,Street/img_east/image_east_0126.png,55.59088,7.902555,58.7164,nan,0.7213038819949199,nan
269,Street,img,,,Street/img/image2_000178.png,Street/img_west/image_west_0115.png,52.523773,4.829424,54.746368,nan,5.971487369354871,nan
270,Street,img,,,Street/img/image2_001323.png,Street/img_east/image_east_0238.png,58.731929,4.290504,59.011007,nan,1.877571038092957,nan
271,Street,img,,,Street/img/image2_001781.png,Street/img_east/image_east_0127.png,55.073372,8.039848,56.911314,nan,3.3290626037974884,nan
272,Street,img,,,Street/img/image2_000809.png,Street/img/image2_000706.png,56.611802,6.074282,57.653951,nan,1.5547109019916487,nan
273,Street,img,,,Street/img/image2_000335.png,Street/img_west/image_west_0144.png,55.352254,1.811541,55.472652,nan,4.2885446363528095,nan
274,Street,img,,,Street/img/image2_001210.png,Street/img_north/image_north_1_0293.png,61.937691,4.44177,62.113379,nan,6.362655221140764,nan
275,Street,img,,,Street/img/image2_000209.png,Street/img/image2_000189.png,61.792853,0.574117,61.822843,nan,5.224544678422813,nan
276,Street,img,,,Street/img/image2_001968.png,Street/img_north/image_north_1_0148.png,57.125366,6.922269,57.731371,nan,0.9605705729847964,nan
277,Street,img,,,Street/img/image2_000765.png,Street/img_south/image_south_1_0249.png,56.925812,4.765604,57.114176,nan,3.090855762647197,nan
278,Street,img,,,Street/img/image2_001428.png,Street/img_south/image_south_1_0405.png,58.713311,1.017961,58.992768,nan,5.214984787024097,nan
279,Street,img,,,Street/img/image2_001429.png,Street/img_south/image_south_1_0405.png,54.32756,3.176065,54.509017,nan,4.137231869824657,nan
280,Street,img,,,Street/img/image2_000870.png,Street/img/image2_000849.png,51.371891,2.551786,51.63716,nan,3.9472016446588345,nan
281,Street,img,,,Street/img/image2_000289.png,Street/img/image2_000250.png,57.555754,1.047495,57.714156,nan,10.307051353067644,nan
282,Street,img,,,Street/img/image2_000585.png,Street/img_east/image_east_0395.png,63.773823,3.783729,63.885675,nan,3.7943895976033577,nan
283,Street,img,,,Street/img/image2_000247.png,Street/img/image2_000243.png,60.052042,2.756842,60.128611,nan,9.247768424185027,nan
284,Street,img,,,Street/img/image2_002338.png,Street/img/image2_002432.png,56.334024,4.395403,56.555135,nan,2.2472045966301293,nan
285,Street,img,,,Street/img/image2_002341.png,Street/img/image2_002429.png,62.584508,6.164953,62.858928,nan,5.131008245378735,nan
