pair_idx,object_id,scene_a,scene_b,rel_a,rel_b,yaw_diff_deg,rot_err_deg,trans_dir_err_deg
0,3d_dollhouse_sink,multiview-07-pixel_7,multiview-07-pixel_7,3d_dollhouse_sink/multiview-07-pixel_7/images/032.jpg,3d_dollhouse_sink/multiview-07-pixel_7/images/033.jpg,68.422476,1.2270776171754454,0.566144540564261
1,bottle_vitamin_d_tablets,multiview-04-pixel_6pro,multiview-04-pixel_6pro,bottle_vitamin_d_tablets/multiview-04-pixel_6pro/images/020.jpg,bottle_vitamin_d_tablets/multiview-04-pixel_6pro/images/021.jpg,68.708133,4.36213767234655,2.4979570478957687
2,box_multi_door_colored,multiview-04-pixel_6pro,multiview-04-pixel_6pro,box_multi_door_colored/multiview-04-pixel_6pro/images/019.jpg,box_multi_door_colored/multiview-04-pixel_6pro/images/021.jpg,75.343656,4.103794467620418,2.3222004942661423
3,bunny_racer,multiview-07-ipad_4,multiview-07-ipad_4,bunny_racer/multiview-07-ipad_4/images/016.jpg,bunny_racer/multiview-07-ipad_4/images/018.jpg,79.238085,3.219142100717921,3.260721044713432
4,can_kernel_corn,multiview-04-pixel_6pro,multiview-04-pixel_6pro,can_kernel_corn/multiview-04-pixel_6pro/images/020.jpg,can_kernel_corn/multiview-04-pixel_6pro/images/024.jpg,50.253115,9.317869029184575,3.060663075401953
5,chicken_racer,multiview-11-pixel_5,multiview-11-pixel_5,chicken_racer/multiview-11-pixel_5/images/033.jpg,chicken_racer/multiview-11-pixel_5/images/036.jpg,69.643321,3.448077776642559,1.2947662643664588
6,circo_fish_toothbrush_holder_14995988,multiview-15-canon_t4i,multiview-15-canon_t4i,circo_fish_toothbrush_holder_14995988/multiview-15-canon_t4i/images/155.jpg,circo_fish_toothbrush_holder_14995988/multiview-15-canon_t4i/images/177.jpg,62.994617,4.067503573154094,1.4434556049565808
7,dino_4,multiview-10-pixel_4xl,multiview-10-pixel_4xl,dino_4/multiview-10-pixel_4xl/images/040.jpg,dino_4/multiview-10-pixel_4xl/images/050.jpg,73.294828,3.105683520739606,4.781723150803637
8,dino_5,multiview-12-pixel_7,multiview-12-pixel_7,dino_5/multiview-12-pixel_7/images/040.jpg,dino_5/multiview-12-pixel_7/images/042.jpg,82.682462,3.0706643079301097,0.7796059668062183
9,duck_bath_yellow_s,multiview-00-pixel_4a,multiview-00-pixel_4a,duck_bath_yellow_s/multiview-00-pixel_4a/images/017.jpg,duck_bath_yellow_s/multiview-00-pixel_4a/images/019.jpg,74.849497,4.2621384087384016,3.7597470653112723
10,fire_engine_toy_red_yellow_s,multiview-00-pixel_4a,multiview-00-pixel_4a,fire_engine_toy_red_yellow_s/multiview-00-pixel_4a/images/022.jpg,fire_engine_toy_red_yellow_s/multiview-00-pixel_4a/images/024.jpg,63.512715,2.310320658125366,1.1402708288533743
11,garbage_truck_green_toy_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,garbage_truck_green_toy_s/multiview-02-pixel_6pro/images/020.jpg,garbage_truck_green_toy_s/multiview-02-pixel_6pro/images/023.jpg,69.693879,3.7997842025754305,0.455755039320577
12,hand_drill_cordless_blue_black,multiview-02-pixel_6pro,multiview-02-pixel_6pro,hand_drill_cordless_blue_black/multiview-02-pixel_6pro/images/021.jpg,hand_drill_cordless_blue_black/multiview-02-pixel_6pro/images/024.jpg,81.109427,6.88245161822181,3.2409917121268434
13,hut_mushrooms_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,hut_mushrooms_showpiece/multiview-01-pixel_4a/images/018.jpg,hut_mushrooms_showpiece/multiview-01-pixel_4a/images/019.jpg,85.315625,2.07540457850957,2.4163261096906106
14,ice_cream_cart_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,ice_cream_cart_showpiece/multiview-01-pixel_4a/images/016.jpg,ice_cream_cart_showpiece/multiview-01-pixel_4a/images/018.jpg,82.741981,3.4279346282189413,1.6078446258469516
15,keywest_showpiece_s,multiview-00-pixel_6pro,multiview-00-pixel_6pro,keywest_showpiece_s/multiview-00-pixel_6pro/images/022.jpg,keywest_showpiece_s/multiview-00-pixel_6pro/images/024.jpg,52.953451,2.559756220821506,1.7974163096247116
16,paper_weight_flowers_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,paper_weight_flowers_showpiece/multiview-01-pixel_4a/images/018.jpg,paper_weight_flowers_showpiece/multiview-01-pixel_4a/images/019.jpg,79.209811,3.82235339501894,1.782599830865546
17,pumpkin_showpiece_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/015.jpg,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/018.jpg,59.007279,4.481335798350049,3.9836899828536816
18,remote_control_toy_car_s,multiview-04-pixel_6pro,multiview-04-pixel_6pro,remote_control_toy_car_s/multiview-04-pixel_6pro/images/022.jpg,remote_control_toy_car_s/multiview-04-pixel_6pro/images/024.jpg,83.49675,0.0,1.270277536697493
19,schleich_african_black_rhino,multiview-10-ipad_5,multiview-10-ipad_5,schleich_african_black_rhino/multiview-10-ipad_5/images/033.jpg,schleich_african_black_rhino/multiview-10-ipad_5/images/034.jpg,65.70664,5.260294090993957,4.200166803346058
20,schleich_bald_eagle,multiview-11-pixel_7,multiview-11-pixel_7,schleich_bald_eagle/multiview-11-pixel_7/images/043.jpg,schleich_bald_eagle/multiview-11-pixel_7/images/045.jpg,73.571929,2.410770051004723,1.3202850926467153
21,schleich_hereford_bull,multiview-04-pixel_4xl,multiview-04-pixel_4xl,schleich_hereford_bull/multiview-04-pixel_4xl/images/034.jpg,schleich_hereford_bull/multiview-04-pixel_4xl/images/038.jpg,82.137135,3.892470027946624,4.357436001826917
22,schleich_lion_action_figure,multiview-08-ipad_5,multiview-08-ipad_5,schleich_lion_action_figure/multiview-08-ipad_5/images/031.jpg,schleich_lion_action_figure/multiview-08-ipad_5/images/034.jpg,75.959707,2.4324665957230613,1.4045812708965375
23,schleich_spinosaurus_action_figure,multiview-10-canon_t4i,multiview-10-canon_t4i,schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/044.jpg,schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/051.jpg,83.925442,10.46543431392586,11.704873575489392
24,school_bus,multiview-10-pixel_5,multiview-10-pixel_5,school_bus/multiview-10-pixel_5/images/030.jpg,school_bus/multiview-10-pixel_5/images/031.jpg,54.471683,1.137394473945284,0.43897820213725974
25,soldier_wood_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,soldier_wood_showpiece/multiview-02-pixel_6pro/images/021.jpg,soldier_wood_showpiece/multiview-02-pixel_6pro/images/022.jpg,60.489892,2.754869185395481,2.738392473522366
26,steps_small_showpiece,multiview-04-pixel_6pro,multiview-04-pixel_6pro,steps_small_showpiece/multiview-04-pixel_6pro/images/017.jpg,steps_small_showpiece/multiview-04-pixel_6pro/images/019.jpg,69.718462,0.0,7.2748378480997244
27,tractor_green_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,tractor_green_showpiece/multiview-03-pixel_6pro/images/018.jpg,tractor_green_showpiece/multiview-03-pixel_6pro/images/019.jpg,60.175023,8.30328369371726,5.384756617567233
28,tumbler_air_balloon,multiview-00-pixel_4a,multiview-00-pixel_4a,tumbler_air_balloon/multiview-00-pixel_4a/images/015.jpg,tumbler_air_balloon/multiview-00-pixel_4a/images/016.jpg,73.544228,2.4779239419089847,1.848753823293906
29,water_gun_toy_green,multiview-00-pixel_4a,multiview-00-pixel_4a,water_gun_toy_green/multiview-00-pixel_4a/images/011.jpg,water_gun_toy_green/multiview-00-pixel_4a/images/012.jpg,55.929093,6.1925787836926,2.476471518008878
30,water_gun_toy_white,multiview-02-pixel_6pro,multiview-02-pixel_6pro,water_gun_toy_white/multiview-02-pixel_6pro/images/016.jpg,water_gun_toy_white/multiview-02-pixel_6pro/images/019.jpg,69.948155,14.162680814640941,8.67802656593633
31,water_gun_toy_yellow,multiview-00-pixel_4a,multiview-00-pixel_4a,water_gun_toy_yellow/multiview-00-pixel_4a/images/014.jpg,water_gun_toy_yellow/multiview-00-pixel_4a/images/015.jpg,88.156121,5.207901873243882,2.895371708661933
32,weisshai_great_white_shark,multiview-07-pixel_5,multiview-07-pixel_5,weisshai_great_white_shark/multiview-07-pixel_5/images/054.jpg,weisshai_great_white_shark/multiview-07-pixel_5/images/055.jpg,61.602111,0.08340340514041573,1.2361535444975418
33,welcome_sign_mushrooms,multiview-04-pixel_6pro,multiview-04-pixel_6pro,welcome_sign_mushrooms/multiview-04-pixel_6pro/images/016.jpg,welcome_sign_mushrooms/multiview-04-pixel_6pro/images/017.jpg,55.099904,4.099003753855654,5.10576954764323
34,well_with_leaf_roof_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,well_with_leaf_roof_showpiece/multiview-01-pixel_4a/images/016.jpg,well_with_leaf_roof_showpiece/multiview-01-pixel_4a/images/018.jpg,62.740233,3.178518548363434,0.818883284985113
35,3d_dollhouse_sink,multiview-04-pixel_4xl,multiview-04-pixel_4xl,3d_dollhouse_sink/multiview-04-pixel_4xl/images/028.jpg,3d_dollhouse_sink/multiview-04-pixel_4xl/images/029.jpg,66.370009,2.7617237019322802,2.2550483314341423
36,bottle_vitamin_d_tablets,multiview-02-pixel_6pro,multiview-02-pixel_6pro,bottle_vitamin_d_tablets/multiview-02-pixel_6pro/images/020.jpg,bottle_vitamin_d_tablets/multiview-02-pixel_6pro/images/023.jpg,55.169884,0.40151861375479325,1.2192890271430163
37,box_multi_door_colored,multiview-03-pixel_6pro,multiview-03-pixel_6pro,box_multi_door_colored/multiview-03-pixel_6pro/images/022.jpg,box_multi_door_colored/multiview-03-pixel_6pro/images/023.jpg,61.920434,3.3916842606130624,1.8370484044033473
38,bunny_racer,multiview-13-canon_t4i,multiview-13-canon_t4i,bunny_racer/multiview-13-canon_t4i/images/024.jpg,bunny_racer/multiview-13-canon_t4i/images/027.jpg,51.36291,2.453306279049196,1.3780514375030375
39,can_kernel_corn,multiview-03-pixel_6pro,multiview-03-pixel_6pro,can_kernel_corn/multiview-03-pixel_6pro/images/022.jpg,can_kernel_corn/multiview-03-pixel_6pro/images/023.jpg,73.949668,0.0,1.5168436634665043
40,chicken_racer,multiview-12-pixel_5,multiview-12-pixel_5,chicken_racer/multiview-12-pixel_5/images/024.jpg,chicken_racer/multiview-12-pixel_5/images/027.jpg,55.30026,3.1224225974284465,2.4687567486523547
41,circo_fish_toothbrush_holder_14995988,multiview-15-pixel_7,multiview-15-pixel_7,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/123.jpg,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/137.jpg,75.692816,1.6310879879735962,0.9685423747430595
42,dino_4,multiview-09-ipad_5,multiview-09-ipad_5,dino_4/multiview-09-ipad_5/images/043.jpg,dino_4/multiview-09-ipad_5/images/050.jpg,87.509858,2.239946797935843,2.943695270017251
43,dino_5,multiview-09-pixel_5,multiview-09-pixel_5,dino_5/multiview-09-pixel_5/images/030.jpg,dino_5/multiview-09-pixel_5/images/031.jpg,73.848037,6.973417200002812,3.270027261271192
44,duck_bath_yellow_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,duck_bath_yellow_s/multiview-02-pixel_6pro/images/018.jpg,duck_bath_yellow_s/multiview-02-pixel_6pro/images/019.jpg,60.817333,5.022806767763254,3.5999211914465623
45,fire_engine_toy_red_yellow_s,multiview-01-pixel_4a,multiview-01-pixel_4a,fire_engine_toy_red_yellow_s/multiview-01-pixel_4a/images/020.jpg,fire_engine_toy_red_yellow_s/multiview-01-pixel_4a/images/023.jpg,63.38283,2.522388690857941,3.65855175558616
46,garbage_truck_green_toy_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,garbage_truck_green_toy_s/multiview-03-pixel_6pro/images/020.jpg,garbage_truck_green_toy_s/multiview-03-pixel_6pro/images/024.jpg,76.866624,3.8333674572001377,2.812301969394737
47,hand_drill_cordless_blue_black,multiview-00-pixel_6pro,multiview-00-pixel_6pro,hand_drill_cordless_blue_black/multiview-00-pixel_6pro/images/021.jpg,hand_drill_cordless_blue_black/multiview-00-pixel_6pro/images/024.jpg,88.556916,5.206947211311394,2.679935882170418
48,hut_mushrooms_showpiece,multiview-00-pixel_4a,multiview-00-pixel_4a,hut_mushrooms_showpiece/multiview-00-pixel_4a/images/018.jpg,hut_mushrooms_showpiece/multiview-00-pixel_4a/images/019.jpg,77.849423,0.6169339487202629,1.1820044899476894
49,ice_cream_cart_showpiece,multiview-04-pixel_6pro,multiview-04-pixel_6pro,ice_cream_cart_showpiece/multiview-04-pixel_6pro/images/016.jpg,ice_cream_cart_showpiece/multiview-04-pixel_6pro/images/017.jpg,66.073608,3.7703248493418116,3.592500244316981
50,keywest_showpiece_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,keywest_showpiece_s/multiview-03-pixel_6pro/images/020.jpg,keywest_showpiece_s/multiview-03-pixel_6pro/images/024.jpg,56.530774,1.599760482904306,1.9491752804949936
51,paper_weight_flowers_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,paper_weight_flowers_showpiece/multiview-02-pixel_6pro/images/016.jpg,paper_weight_flowers_showpiece/multiview-02-pixel_6pro/images/017.jpg,68.122721,5.576500001536652,2.5759692142699415
52,pumpkin_showpiece_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/017.jpg,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/018.jpg,80.005202,4.8396800092494106,3.661872728983632
53,remote_control_toy_car_s,multiview-00-pixel_4a,multiview-00-pixel_4a,remote_control_toy_car_s/multiview-00-pixel_4a/images/021.jpg,remote_control_toy_car_s/multiview-00-pixel_4a/images/022.jpg,60.351562,2.5771865105221567,2.92014753655686
54,schleich_african_black_rhino,multiview-09-canon_t4i,multiview-09-canon_t4i,schleich_african_black_rhino/multiview-09-canon_t4i/images/028.jpg,schleich_african_black_rhino/multiview-09-canon_t4i/images/032.jpg,86.720118,7.181828524360381,7.4935437110931655
55,schleich_bald_eagle,multiview-10-canon_t4i,multiview-10-canon_t4i,schleich_bald_eagle/multiview-10-canon_t4i/images/020.jpg,schleich_bald_eagle/multiview-10-canon_t4i/images/027.jpg,85.861325,1.1799411234683292,1.435647800694659
56,schleich_hereford_bull,multiview-00-ipad_4,multiview-00-ipad_4,schleich_hereford_bull/multiview-00-ipad_4/images/012.jpg,schleich_hereford_bull/multiview-00-ipad_4/images/013.jpg,51.031617,3.01441183586507,1.6692132620062425
57,schleich_lion_action_figure,multiview-11-ipad_5,multiview-11-ipad_5,schleich_lion_action_figure/multiview-11-ipad_5/images/029.jpg,schleich_lion_action_figure/multiview-11-ipad_5/images/031.jpg,53.983451,6.580023900150735,5.7147336415969034
58,schleich_spinosaurus_action_figure,multiview-10-pixel_7,multiview-10-pixel_7,schleich_spinosaurus_action_figure/multiview-10-pixel_7/images/040.jpg,schleich_spinosaurus_action_figure/multiview-10-pixel_7/images/045.jpg,61.834407,2.1932079371787743,3.1657485869857154
59,school_bus,multiview-10-pixel_5,multiview-10-pixel_5,school_bus/multiview-10-pixel_5/images/032.jpg,school_bus/multiview-10-pixel_5/images/033.jpg,55.249221,1.9496871952622008,2.8397718048461456
60,soldier_wood_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,soldier_wood_showpiece/multiview-02-pixel_6pro/images/023.jpg,soldier_wood_showpiece/multiview-02-pixel_6pro/images/024.jpg,71.549185,3.270019509348855,1.3061729750513047
61,steps_small_showpiece,multiview-00-pixel_4a,multiview-00-pixel_4a,steps_small_showpiece/multiview-00-pixel_4a/images/016.jpg,steps_small_showpiece/multiview-00-pixel_4a/images/019.jpg,80.15183,7.122517341475814,2.793259803671446
62,tractor_green_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,tractor_green_showpiece/multiview-02-pixel_6pro/images/016.jpg,tractor_green_showpiece/multiview-02-pixel_6pro/images/017.jpg,88.431623,4.17833108408648,3.84359734125749
63,tumbler_air_balloon,multiview-03-pixel_6pro,multiview-03-pixel_6pro,tumbler_air_balloon/multiview-03-pixel_6pro/images/012.jpg,tumbler_air_balloon/multiview-03-pixel_6pro/images/013.jpg,76.504434,4.509656343343393,4.349093842553505
64,water_gun_toy_white,multiview-00-pixel_4a,multiview-00-pixel_4a,water_gun_toy_white/multiview-00-pixel_4a/images/016.jpg,water_gun_toy_white/multiview-00-pixel_4a/images/019.jpg,85.35416,2.889623736800097,1.084263558371384
65,water_gun_toy_yellow,multiview-02-pixel_6pro,multiview-02-pixel_6pro,water_gun_toy_yellow/multiview-02-pixel_6pro/images/015.jpg,water_gun_toy_yellow/multiview-02-pixel_6pro/images/017.jpg,79.026047,7.503172481474963,2.9582662052945046
66,weisshai_great_white_shark,multiview-09-sony_a7iv,multiview-09-sony_a7iv,weisshai_great_white_shark/multiview-09-sony_a7iv/images/042.jpg,weisshai_great_white_shark/multiview-09-sony_a7iv/images/045.jpg,89.809133,2.83917705010975,4.423403964529809
67,welcome_sign_mushrooms,multiview-02-pixel_6pro,multiview-02-pixel_6pro,welcome_sign_mushrooms/multiview-02-pixel_6pro/images/016.jpg,welcome_sign_mushrooms/multiview-02-pixel_6pro/images/019.jpg,82.987277,2.803359403321908,2.365803305525031
68,well_with_leaf_roof_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,well_with_leaf_roof_showpiece/multiview-03-pixel_6pro/images/017.jpg,well_with_leaf_roof_showpiece/multiview-03-pixel_6pro/images/018.jpg,66.349995,2.021333439660097,1.4930362274974696
69,3d_dollhouse_sink,multiview-05-pixel_5,multiview-05-pixel_5,3d_dollhouse_sink/multiview-05-pixel_5/images/025.jpg,3d_dollhouse_sink/multiview-05-pixel_5/images/029.jpg,50.673644,3.7396657797934565,4.492338054847374
70,bottle_vitamin_d_tablets,multiview-00-pixel_4a,multiview-00-pixel_4a,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/023.jpg,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/024.jpg,57.985846,2.3666835689583063,0.4716689955017925
71,box_multi_door_colored,multiview-04-pixel_6pro,multiview-04-pixel_6pro,box_multi_door_colored/multiview-04-pixel_6pro/images/020.jpg,box_multi_door_colored/multiview-04-pixel_6pro/images/021.jpg,72.494275,1.3554435735978398,1.528305247429865
72,bunny_racer,multiview-12-pixel_7,multiview-12-pixel_7,bunny_racer/multiview-12-pixel_7/images/034.jpg,bunny_racer/multiview-12-pixel_7/images/037.jpg,73.219386,1.2430658849874596,0.5864769156288732
73,can_kernel_corn,multiview-04-pixel_6pro,multiview-04-pixel_6pro,can_kernel_corn/multiview-04-pixel_6pro/images/023.jpg,can_kernel_corn/multiview-04-pixel_6pro/images/024.jpg,70.213813,9.586547968891093,3.998289341169621
74,chicken_racer,multiview-09-pixel_4xl,multiview-09-pixel_4xl,chicken_racer/multiview-09-pixel_4xl/images/027.jpg,chicken_racer/multiview-09-pixel_4xl/images/032.jpg,54.16271,2.3100822291630454,2.2342811062075856
75,circo_fish_toothbrush_holder_14995988,multiview-15-pixel_7,multiview-15-pixel_7,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/132.jpg,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/142.jpg,77.916634,3.0013857608287173,2.5138800704057256
76,dino_4,multiview-07-sony_a7iv,multiview-07-sony_a7iv,dino_4/multiview-07-sony_a7iv/images/029.jpg,dino_4/multiview-07-sony_a7iv/images/033.jpg,57.411893,2.205237097928547,4.815127012281545
77,dino_5,multiview-13-canon_t4i,multiview-13-canon_t4i,dino_5/multiview-13-canon_t4i/images/039.jpg,dino_5/multiview-13-canon_t4i/images/048.jpg,79.526775,2.1339394600422836,0.8720999852103457
78,duck_bath_yellow_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,duck_bath_yellow_s/multiview-02-pixel_6pro/images/017.jpg,duck_bath_yellow_s/multiview-02-pixel_6pro/images/018.jpg,77.499659,8.598614592914737,3.5042022170494977
79,fire_engine_toy_red_yellow_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,fire_engine_toy_red_yellow_s/multiview-03-pixel_6pro/images/020.jpg,fire_engine_toy_red_yellow_s/multiview-03-pixel_6pro/images/023.jpg,78.415442,1.1594789019046918,1.0772886483325241
80,garbage_truck_green_toy_s,multiview-04-pixel_6pro,multiview-04-pixel_6pro,garbage_truck_green_toy_s/multiview-04-pixel_6pro/images/020.jpg,garbage_truck_green_toy_s/multiview-04-pixel_6pro/images/024.jpg,60.14864,1.4242192322938731,0.5915171378919007
81,hand_drill_cordless_blue_black,multiview-00-pixel_6pro,multiview-00-pixel_6pro,hand_drill_cordless_blue_black/multiview-00-pixel_6pro/images/020.jpg,hand_drill_cordless_blue_black/multiview-00-pixel_6pro/images/024.jpg,70.131762,5.127363981726811,3.1944785896140524
82,hut_mushrooms_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,hut_mushrooms_showpiece/multiview-03-pixel_6pro/images/015.jpg,hut_mushrooms_showpiece/multiview-03-pixel_6pro/images/018.jpg,51.692445,4.144834949966744,4.7179673487739064
83,ice_cream_cart_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,ice_cream_cart_showpiece/multiview-02-pixel_6pro/images/016.jpg,ice_cream_cart_showpiece/multiview-02-pixel_6pro/images/017.jpg,73.165574,3.026004119514518,1.061481544991913
84,keywest_showpiece_s,multiview-04-pixel_6pro,multiview-04-pixel_6pro,keywest_showpiece_s/multiview-04-pixel_6pro/images/019.jpg,keywest_showpiece_s/multiview-04-pixel_6pro/images/022.jpg,58.13713,2.2259328855017833,2.3395615562366476
85,paper_weight_flowers_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,paper_weight_flowers_showpiece/multiview-03-pixel_6pro/images/016.jpg,paper_weight_flowers_showpiece/multiview-03-pixel_6pro/images/019.jpg,65.141674,8.059747082979076,5.2099211652655635
86,pumpkin_showpiece_s,multiview-02-pixel_6pro,multiview-02-pixel_6pro,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/015.jpg,pumpkin_showpiece_s/multiview-02-pixel_6pro/images/016.jpg,73.891839,5.009114499331304,1.6634949877357588
87,remote_control_toy_car_s,multiview-00-pixel_4a,multiview-00-pixel_4a,remote_control_toy_car_s/multiview-00-pixel_4a/images/023.jpg,remote_control_toy_car_s/multiview-00-pixel_4a/images/024.jpg,85.316101,1.4241045652783844,1.0258963069759264
88,schleich_african_black_rhino,multiview-08-pixel_4xl,multiview-08-pixel_4xl,schleich_african_black_rhino/multiview-08-pixel_4xl/images/027.jpg,schleich_african_black_rhino/multiview-08-pixel_4xl/images/029.jpg,62.375902,6.569642588988416,2.8609483720522584
89,schleich_bald_eagle,multiview-10-canon_t4i,multiview-10-canon_t4i,schleich_bald_eagle/multiview-10-canon_t4i/images/021.jpg,schleich_bald_eagle/multiview-10-canon_t4i/images/027.jpg,69.720583,6.164550607715174,2.449003647706397
90,schleich_hereford_bull,multiview-04-pixel_4xl,multiview-04-pixel_4xl,schleich_hereford_bull/multiview-04-pixel_4xl/images/034.jpg,schleich_hereford_bull/multiview-04-pixel_4xl/images/035.jpg,58.719088,3.412514213265813,4.583876127157296
91,schleich_lion_action_figure,multiview-10-ipad_5,multiview-10-ipad_5,schleich_lion_action_figure/multiview-10-ipad_5/images/034.jpg,schleich_lion_action_figure/multiview-10-ipad_5/images/039.jpg,88.320563,2.0058957027422006,3.093323363174373
92,schleich_spinosaurus_action_figure,multiview-11-pixel_7,multiview-11-pixel_7,schleich_spinosaurus_action_figure/multiview-11-pixel_7/images/044.jpg,schleich_spinosaurus_action_figure/multiview-11-pixel_7/images/053.jpg,79.84814,1.82742874378394,2.126656513759646
93,school_bus,multiview-12-pixel_5,multiview-12-pixel_5,school_bus/multiview-12-pixel_5/images/029.jpg,school_bus/multiview-12-pixel_5/images/034.jpg,51.782036,2.555133458634157,2.511744592529199
94,soldier_wood_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,soldier_wood_showpiece/multiview-03-pixel_6pro/images/022.jpg,soldier_wood_showpiece/multiview-03-pixel_6pro/images/024.jpg,73.495289,0.0,0.7572717878074594
95,steps_small_showpiece,multiview-02-pixel_6pro,multiview-02-pixel_6pro,steps_small_showpiece/multiview-02-pixel_6pro/images/016.jpg,steps_small_showpiece/multiview-02-pixel_6pro/images/018.jpg,53.265314,3.903391643445892,1.7195193946295586
96,tractor_green_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,tractor_green_showpiece/multiview-01-pixel_4a/images/016.jpg,tractor_green_showpiece/multiview-01-pixel_4a/images/018.jpg,56.213566,5.199623456727956,2.9922309021399434
97,tumbler_air_balloon,multiview-03-pixel_6pro,multiview-03-pixel_6pro,tumbler_air_balloon/multiview-03-pixel_6pro/images/012.jpg,tumbler_air_balloon/multiview-03-pixel_6pro/images/014.jpg,52.396839,2.9557705947153994,2.3314176890012193
98,water_gun_toy_white,multiview-03-pixel_6pro,multiview-03-pixel_6pro,water_gun_toy_white/multiview-03-pixel_6pro/images/018.jpg,water_gun_toy_white/multiview-03-pixel_6pro/images/019.jpg,60.441289,8.696835429898131,5.062639831805009
99,water_gun_toy_yellow,multiview-04-pixel_6pro,multiview-04-pixel_6pro,water_gun_toy_yellow/multiview-04-pixel_6pro/images/015.jpg,water_gun_toy_yellow/multiview-04-pixel_6pro/images/017.jpg,62.941127,6.067055829690525,4.2233433799492035
100,weisshai_great_white_shark,multiview-12-ipad_5,multiview-12-ipad_5,weisshai_great_white_shark/multiview-12-ipad_5/images/030.jpg,weisshai_great_white_shark/multiview-12-ipad_5/images/031.jpg,55.684151,1.2366881526161946,0.6842264180335249
101,welcome_sign_mushrooms,multiview-00-pixel_4a,multiview-00-pixel_4a,welcome_sign_mushrooms/multiview-00-pixel_4a/images/016.jpg,welcome_sign_mushrooms/multiview-00-pixel_4a/images/017.jpg,50.087716,1.5415723612783467,3.0093069738151264
102,well_with_leaf_roof_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,well_with_leaf_roof_showpiece/multiview-03-pixel_6pro/images/016.jpg,well_with_leaf_roof_showpiece/multiview-03-pixel_6pro/images/019.jpg,81.35644,6.321671937484251,1.8529217969490417
103,3d_dollhouse_sink,multiview-04-pixel_4xl,multiview-04-pixel_4xl,3d_dollhouse_sink/multiview-04-pixel_4xl/images/027.jpg,3d_dollhouse_sink/multiview-04-pixel_4xl/images/028.jpg,54.797669,2.509538086894573,2.899356449335157
104,bottle_vitamin_d_tablets,multiview-03-pixel_6pro,multiview-03-pixel_6pro,bottle_vitamin_d_tablets/multiview-03-pixel_6pro/images/021.jpg,bottle_vitamin_d_tablets/multiview-03-pixel_6pro/images/022.jpg,87.767625,2.3968912682985186,1.101295883124166
105,box_multi_door_colored,multiview-02-pixel_6pro,multiview-02-pixel_6pro,box_multi_door_colored/multiview-02-pixel_6pro/images/022.jpg,box_multi_door_colored/multiview-02-pixel_6pro/images/023.jpg,82.368233,1.130405164756131,0.9047745153448767
106,bunny_racer,multiview-10-pixel_5,multiview-10-pixel_5,bunny_racer/multiview-10-pixel_5/images/030.jpg,bunny_racer/multiview-10-pixel_5/images/031.jpg,83.410531,0.8472138921767877,0.9714165288500011
107,can_kernel_corn,multiview-03-pixel_6pro,multiview-03-pixel_6pro,can_kernel_corn/multiview-03-pixel_6pro/images/020.jpg,can_kernel_corn/multiview-03-pixel_6pro/images/023.jpg,74.997044,1.489192535810521,0.4445735791519242
