pair_idx,object_id,scene_a,scene_b,rel_a,rel_b,yaw_diff_deg,rot_err_deg,trans_dir_err_deg
262,water_gun_toy_yellow,multiview-02-pixel_6pro,multiview-02-pixel_6pro,water_gun_toy_yellow/multiview-02-pixel_6pro/images/016.jpg,water_gun_toy_yellow/multiview-02-pixel_6pro/images/018.jpg,58.739575,1.806892319335362,4.717961457881555
263,weisshai_great_white_shark,multiview-11-pixel_4xl,multiview-11-pixel_4xl,weisshai_great_white_shark/multiview-11-pixel_4xl/images/048.jpg,weisshai_great_white_shark/multiview-11-pixel_4xl/images/051.jpg,86.732158,3.4031621374708783,0.8095119959035872
264,3d_dollhouse_sink,multiview-07-canon_t4i,multiview-07-canon_t4i,3d_dollhouse_sink/multiview-07-canon_t4i/images/035.jpg,3d_dollhouse_sink/multiview-07-canon_t4i/images/039.jpg,56.761793,0.9915895078664959,0.610020212551331
265,bottle_vitamin_d_tablets,multiview-00-pixel_4a,multiview-00-pixel_4a,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/022.jpg,bottle_vitamin_d_tablets/multiview-00-pixel_4a/images/024.jpg,55.551493,2.539555750063865,0.3129360586859367
266,box_multi_door_colored,multiview-03-pixel_6pro,multiview-03-pixel_6pro,box_multi_door_colored/multiview-03-pixel_6pro/images/022.jpg,box_multi_door_colored/multiview-03-pixel_6pro/images/024.jpg,54.366457,0.0,0.7400505126040021
267,bunny_racer,multiview-13-pixel_7,multiview-13-pixel_7,bunny_racer/multiview-13-pixel_7/images/033.jpg,bunny_racer/multiview-13-pixel_7/images/039.jpg,82.616777,1.4996276829824144,0.7480964901477389
268,chicken_racer,multiview-03-pixel_5,multiview-03-pixel_5,chicken_racer/multiview-03-pixel_5/images/009.jpg,chicken_racer/multiview-03-pixel_5/images/010.jpg,70.258686,2.8512740093733346,1.4166276336407733
269,circo_fish_toothbrush_holder_14995988,multiview-13-canon_t4i,multiview-13-canon_t4i,circo_fish_toothbrush_holder_14995988/multiview-13-canon_t4i/images/025.jpg,circo_fish_toothbrush_holder_14995988/multiview-13-canon_t4i/images/033.jpg,71.804165,3.9760851208384826,6.877556239496117
270,dino_4,multiview-09-ipad_5,multiview-09-ipad_5,dino_4/multiview-09-ipad_5/images/045.jpg,dino_4/multiview-09-ipad_5/images/061.jpg,60.58835,2.778277108952474,1.0372935812553123
271,dino_5,multiview-13-pixel_7,multiview-13-pixel_7,dino_5/multiview-13-pixel_7/images/033.jpg,dino_5/multiview-13-pixel_7/images/034.jpg,79.587336,3.9343346954739973,2.5694951216755286
272,duck_bath_yellow_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,duck_bath_yellow_s/multiview-03-pixel_6pro/images/017.jpg,duck_bath_yellow_s/multiview-03-pixel_6pro/images/018.jpg,56.669315,4.273482654771842,3.9266119241696607
273,fire_engine_toy_red_yellow_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,fire_engine_toy_red_yellow_s/multiview-03-pixel_6pro/images/021.jpg,fire_engine_toy_red_yellow_s/multiview-03-pixel_6pro/images/023.jpg,50.696433,2.6576860822410353,2.259244106111281
274,garbage_truck_green_toy_s,multiview-00-pixel_4a,multiview-00-pixel_4a,garbage_truck_green_toy_s/multiview-00-pixel_4a/images/022.jpg,garbage_truck_green_toy_s/multiview-00-pixel_4a/images/024.jpg,82.54902,0.7880153509882921,1.0456243145694615
275,hand_drill_cordless_blue_black,multiview-04-pixel_6pro,multiview-04-pixel_6pro,hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/019.jpg,hand_drill_cordless_blue_black/multiview-04-pixel_6pro/images/021.jpg,80.93345,1.4194236524431103,1.6643768807670452
276,hut_mushrooms_showpiece,multiview-01-pixel_4a,multiview-01-pixel_4a,hut_mushrooms_showpiece/multiview-01-pixel_4a/images/017.jpg,hut_mushrooms_showpiece/multiview-01-pixel_4a/images/018.jpg,73.372196,1.1308855718059052,1.368858956437225
277,keywest_showpiece_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,keywest_showpiece_s/multiview-03-pixel_6pro/images/021.jpg,keywest_showpiece_s/multiview-03-pixel_6pro/images/022.jpg,62.704939,1.6203039127475107,2.559123625159035
278,remote_control_toy_car_s,multiview-00-pixel_4a,multiview-00-pixel_4a,remote_control_toy_car_s/multiview-00-pixel_4a/images/020.jpg,remote_control_toy_car_s/multiview-00-pixel_4a/images/021.jpg,60.516131,0.8213513714080056,4.971292011027361
279,schleich_african_black_rhino,multiview-09-canon_t4i,multiview-09-canon_t4i,schleich_african_black_rhino/multiview-09-canon_t4i/images/029.jpg,schleich_african_black_rhino/multiview-09-canon_t4i/images/032.jpg,55.546537,4.009214999606942,3.1886096633180023
280,schleich_bald_eagle,multiview-08-canon_t4i,multiview-08-canon_t4i,schleich_bald_eagle/multiview-08-canon_t4i/images/031.jpg,schleich_bald_eagle/multiview-08-canon_t4i/images/032.jpg,54.249692,2.621357701966768,4.722592328011261
281,schleich_hereford_bull,multiview-06-ipad_5,multiview-06-ipad_5,schleich_hereford_bull/multiview-06-ipad_5/images/030.jpg,schleich_hereford_bull/multiview-06-ipad_5/images/032.jpg,80.165758,2.247080125745516,1.4370361764674795
282,schleich_lion_action_figure,multiview-00-pixel_5,multiview-00-pixel_5,schleich_lion_action_figure/multiview-00-pixel_5/images/004.jpg,schleich_lion_action_figure/multiview-00-pixel_5/images/005.jpg,63.181971,3.8421647471065854,4.354009642130733
283,schleich_spinosaurus_action_figure,multiview-10-canon_t4i,multiview-10-canon_t4i,schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/047.jpg,schleich_spinosaurus_action_figure/multiview-10-canon_t4i/images/050.jpg,83.101357,8.739155363922945,9.652449140219485
284,school_bus,multiview-10-canon_t4i,multiview-10-canon_t4i,school_bus/multiview-10-canon_t4i/images/030.jpg,school_bus/multiview-10-canon_t4i/images/033.jpg,69.327536,3.361563522732758,2.4769553782451115
285,soldier_wood_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,soldier_wood_showpiece/multiview-03-pixel_6pro/images/020.jpg,soldier_wood_showpiece/multiview-03-pixel_6pro/images/024.jpg,85.358556,2.203031514507448,2.345061749445047
286,steps_small_showpiece,multiview-03-pixel_6pro,multiview-03-pixel_6pro,steps_small_showpiece/multiview-03-pixel_6pro/images/018.jpg,steps_small_showpiece/multiview-03-pixel_6pro/images/019.jpg,85.905434,5.938375615776855,0.39656081816257516
287,tumbler_air_balloon,multiview-02-pixel_6pro,multiview-02-pixel_6pro,tumbler_air_balloon/multiview-02-pixel_6pro/images/016.jpg,tumbler_air_balloon/multiview-02-pixel_6pro/images/017.jpg,56.637923,2.56067992400152,0.709564559959067
288,water_gun_toy_yellow,multiview-01-pixel_4a,multiview-01-pixel_4a,water_gun_toy_yellow/multiview-01-pixel_4a/images/016.jpg,water_gun_toy_yellow/multiview-01-pixel_4a/images/019.jpg,59.927906,3.531713526618107,0.25772152619763095
289,weisshai_great_white_shark,multiview-11-pixel_4xl,multiview-11-pixel_4xl,weisshai_great_white_shark/multiview-11-pixel_4xl/images/047.jpg,weisshai_great_white_shark/multiview-11-pixel_4xl/images/053.jpg,83.206911,1.813501278491993,4.052174429690766
290,3d_dollhouse_sink,multiview-06-pixel_7,multiview-06-pixel_7,3d_dollhouse_sink/multiview-06-pixel_7/images/028.jpg,3d_dollhouse_sink/multiview-06-pixel_7/images/034.jpg,89.076387,1.6663229219786189,0.5746036559926332
291,box_multi_door_colored,multiview-04-pixel_6pro,multiview-04-pixel_6pro,box_multi_door_colored/multiview-04-pixel_6pro/images/019.jpg,box_multi_door_colored/multiview-04-pixel_6pro/images/023.jpg,62.981512,2.2633096220558926,1.8498993649215107
292,bunny_racer,multiview-13-canon_t4i,multiview-13-canon_t4i,bunny_racer/multiview-13-canon_t4i/images/026.jpg,bunny_racer/multiview-13-canon_t4i/images/033.jpg,83.959161,3.037808878414457,8.278172972076868
293,chicken_racer,multiview-12-ipad_5,multiview-12-ipad_5,chicken_racer/multiview-12-ipad_5/images/034.jpg,chicken_racer/multiview-12-ipad_5/images/035.jpg,55.751539,5.848719989791875,3.4820783619329263
294,circo_fish_toothbrush_holder_14995988,multiview-15-pixel_7,multiview-15-pixel_7,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/124.jpg,circo_fish_toothbrush_holder_14995988/multiview-15-pixel_7/images/153.jpg,84.656592,1.2854965810100714,0.3199745741059462
295,dino_4,multiview-09-sony_a7iv,multiview-09-sony_a7iv,dino_4/multiview-09-sony_a7iv/images/042.jpg,dino_4/multiview-09-sony_a7iv/images/044.jpg,71.047745,3.7418508165334163,1.7039107884921076
296,dino_5,multiview-09-pixel_5,multiview-09-pixel_5,dino_5/multiview-09-pixel_5/images/030.jpg,dino_5/multiview-09-pixel_5/images/035.jpg,51.243923,4.4846921160375395,4.308652005915566
297,duck_bath_yellow_s,multiview-01-pixel_4a,multiview-01-pixel_4a,duck_bath_yellow_s/multiview-01-pixel_4a/images/015.jpg,duck_bath_yellow_s/multiview-01-pixel_4a/images/016.jpg,60.809836,6.953756811342103,4.908567946463477
298,fire_engine_toy_red_yellow_s,multiview-04-pixel_6pro,multiview-04-pixel_6pro,fire_engine_toy_red_yellow_s/multiview-04-pixel_6pro/images/019.jpg,fire_engine_toy_red_yellow_s/multiview-04-pixel_6pro/images/020.jpg,89.573126,4.084670166196116,3.005192014245648
299,garbage_truck_green_toy_s,multiview-03-pixel_6pro,multiview-03-pixel_6pro,garbage_truck_green_toy_s/multiview-03-pixel_6pro/images/022.jpg,garbage_truck_green_toy_s/multiview-03-pixel_6pro/images/024.jpg,76.596953,1.264040919320184,0.9401121327779511
